name	id	family	variation	instrumentalists
Mandolin	/m/04rzd	Plucked string instrument	Mandocello,Mandola,Electric mandolin	Santi White,Benjamin Darvill,Otis Taylor,Aaron Weinstein,John Paul Jones,Pete Townshend,Nathaniel Johnstone,Byron Berline,Jack Lawrence,Ringo Starr,Peter Rowan,Şebnem Ferah,Forrest Kline,Danny Felice,Ry Cooder,Deana Carter,Mick Mars,Glen Hansard,U. Srinivas,Elvis Costello,John Hartford,Kira Willey,Keith Urban,John Lilley,John McFee,Chris Hillman,Chris Bathgate,Timbaland,Dave Swarbrick,Denny Wright,Johnny Marr,The Corries,Matthew Bellamy,Ceschi,Martin Barre,Timothy B. Schmit,Norman Blake,Patrick Monahan,Johan Niemann,Kenneth Edmonds,Carl Jackson,Ric Sanders,Funda Arar,Kip Winger,Timo Rautiainen,Cletis Carr,Terry Tufts,Ian Anderson,A.C. Newman,Anita Cochran,Ronnie Browne,Mac McAnally,Levon Helm,Chris Leslie,Diana Jones,Buckethead,Jeff Austin,Reed Mathis,Richie Sambora,Martine Locke,Phil Judd,Chris Martin,Yank Rachell,Fred Tackett,Jon Foreman,Jeff Martin,Steven Van Zandt,Kevin Hearn,Jon Sholle,George Harrison,Ruud Adrianus Jolie,Steve Winwood,Robert Bowlin,Billie Joe Armstrong,Mike Seeger,Shadmehr Aghili,Joe Brown,Rick Danko,Kate Voegele,Steven Tyler,Marit Larsen,Marcus Hummon,Daron Malakian,Bryan Sutton,Kevin Jonas,Craig Ross,Malcolm Jones,Alex Lifeson,Low Stars,Dave Stogner,Ricky Skaggs,Tom Morello,Andrew Innes,Dan Fogelberg,Jimmy Page,Jason Mraz,Chris Cornell,Joe Walsh,Bright,Syd Barrett,Roger McGuinn,Helen Carter,Larry Campbell,Eric Heatherly,John Mayer,Julian Koster,Nancy Wilson,Lucille Starr,Kristian Niemann,Sam Bush,Alain Johannes,Stuart Chatwood,Fernando perdomo,Steve Perry,Micky Moody,Shalom Hanoch,Jeff Irwin,Stuart Duncan,Michelle Branch,Johnny 'Man' Young,Matt Freeman,The Town Pants,Jonathan Schneck,Dave Davies,Buck Trent,Kavus Torabi,Lionel Cartwright,Namoli Brennet,Martin Allcock,David Grisman,Zach Condon,Jon Randall,Sonya Isaacs,Freya Clausen,Marie Miller,Josh Cunningham,Rhonda Vincent,Peter Ostroushko,Gary LeVox,Ara Dinkjian,Jon Fishman,Jack White,Kaitlyn ni Donovan,Darol Anger,Mark Klein,Kris Delmhorst,Mike DiMeo,Amy Ray,Dave Pegg,Al Jourgensen,Megan Mullins,Martin Carthy,Tim Reynolds,Koshi Inaba,Paulinho da Viola,Brad Paisley,Danny Thompson,Martie Maguire,Rory Gallagher,Marty Stuart,Kristoffer Gildenlöw,Johnny Winter,Show of Hands,Senmuth,Joel Plaskett,David Immerglück,Steve Earle,Albert Lee,Ryan Ross,Sean Watkins,Edgar Meyer,Terje Winterstø Røthing,Papa Charlie McCoy,Bert Jerred,Win Butler,Don Felder,Steve Lukather,Brock Skywalker,Lloyd Maines,Jon Schaffer,Woody Guthrie,Kenneth C. Burns,Vince Gill,Paul McCartney,Aubrey Haynie,Tim O'Brien,David Lindley,Andy Irvine,Emily Saliers,Mike Mogis,Bo Bice,Eugene Francis Jnr,JoeDon Rooney,Shannon Lawson,Kristian Bush,Dale Oliver,Roy Clark,Tommy Ramone,Terri Hendrix,Rolly Teranishi,The Tony Rich Project,Ryan Delahoussaye,Johnny Cash,Abderrahmane Abdelli,Bruce Watson,Nash the Slash,Arjen Anthony Lucassen,Luke Steele,Mark O'Connor,Vivian Stanshall,Steve Knightley,Eddie Peabody,Steve Wickham,Annabelle Chvostek,Freddy Weller,Mike Campbell,Nick Reynolds,Eric Bazilian,Christofer Johnsson,Tommy Shaw,Rob Hyman,Dromedary,Geoff Richardson,Latch Key Kid,Allen Woody,Johnny Staats,Jonny Buckland,Phil Beer,Robert Hunter,J.P. Cormier,Doyle Lawson,Owsley,David Bromberg,Adam Leonard,Tammy Rogers,Ritchie Blackmore,Leon "Pee Wee" Whittaker,Markéta Irglová,Bernie Leadon,Grant-Lee Phillips,Stefan Weinerhall,Clarence "Gatemouth" Brown,Jonathan Segel,Les Claypool,Bill Monroe,Johnny Marr guest musician recordings,Alessandro Alessandroni,Guy Berryman,Duncan Patterson,Gary Jules,Neil Finn,Pete Seeger,Mike Marshall,Joe Purdy,Ray Suen,George Gabriel,Alex Arrowsmith,Zakk Wylde,Davey Johnstone,Al Schnier,Brian McNeill,Paulo Miklos,Boyd Tinsley,Tom Chaplin,James Fox,Eureka
Djembe	/m/01w4c9	Drum,Percussion		Paul Isola,Zain Bhikha,Tim Reynolds,Joan Baez,Lelio La Tanza,Leon Mobley,Jeff Burrows,Chad Urmston,Brandon Boyd
Denis d'or	/m/0l14pj	  Electronic instruments		
Ukulele	/m/07xzm	Plucked string instrument		Joan Baez,LD Beghtol,Taylor Swift,Josh Cunningham,Amanda Palmer,Kaitlyn ni Donovan,Jake Shimabukuro,Jason Castro,Drake Bell,Josephine Foster,Cliff Edwards,Danny Jones,Mike Vasas,Emily Saliers,John Paul Jones,Brian May,Colbie Caillat,Israel Kamakawiwo'ole,Mel Tormé,Pete Seeger,Eef Barzelay,Nelly Furtado,Scott Thurston,Timothy B. Schmit,Zee Avi,Andy Bell,Loudon Wainwright III,Jonathan Coulton,Danny Barker,Kazuyuki Sekiguchi,Timo Ellis,Kealii Reichel,Robert Moritz,Paul McCartney,Ingrid Michaelson,Marisa Monte,Jessica delfino,Rachel Blumberg,Syd Barrett,Kina Grannis,Yael Naim,Robert Wachtel,Genoa Keawe,Marc Broude,Sean Ryan Woodward,Basia Bulat,Kris Allen,Sean Watkins,Peter Moon,Vivian Stanshall,Sam Brown,Del Rey,George Harrison,Bobbejaan Schoepen,Neil Finn,Jimmy Buffett,Jason Mraz,Van Morrison,Reid Jamieson,Ceschi,Christian Rudder,Johnny Borrell,Michael J. Merenda, Jr.,Tiny Tim,Teresa Bright,Nellie McKay,Sara Watkins,Rachel Trachtenburg,Jens Lekman,Chris Leslie,Henry Gross,Julia Nunes,Stephin Merritt,Gabby Pahinui,Zach Condon,Forrest Kline,Eliza Carthy,Jemaine Clement,Elvis Costello,Jack Johnson,Joe Brown,Zach Gill,Bret McKenzie,Eddie Vedder,Isaac Brock,Page the village idiot,Ruth Ungar,Eddi Reader,Ken Nicol,Micah Smaldone,Mathias Malzieu,Richie Sambora,Pentaphobe,John Butler,Mac McAnally,Ayano Tsuji
Paigu	/m/073vh1			
Piccolo oboe	/m/07mxgc	Oboe		Captain Beefheart & His Magic Band
Mišnice	/m/072dmv			
Kendang	/m/0c9dqt			
Bonang	/m/0c9fg3			
Violin	/m/07y_7	Bowed string instruments,String instrument	Jupiter Stradivarius,Lipinski Stradivarius,Solomon, ex-Lambert Stradivarius,Stroh violin,Baron Knoop, ex-Bevan Stradiviarius,Lady Tennant Stradivarius,Messiah Stradivarius,Soil Stradivarius,Viotti Stradivarius,Baritone violin,Bass violin,Alard Stradivarius,Booth Stradivarius,Muntz Stradivarius,Kit violin,Markees Stradivarius,Vertical viola,Ex Marsick Stradivarius,Jupiter Stradivarius,Baroque violin,Hammer Stradivarius,Artot-Alard Stradivarius,Dolphin Stradivarius,Baron Knoop Stradivarius,Laub-Petschnikoff Stradivarius,Cádiz Stradivarius,Kiesewetter Stradivarius,Lord Dunn-Raven Stradivarius,Ames Stradivarius,Hellier Stradivarius,Betts Stradivarius,Jules Falk Stradivarius,Lauterbach Stradivarius,Gibson Stradivarius,Electric violin,Tom Tyler Stradivarius	Lucy van Dael,Boris Belkin,Goh Soon Tioe,Joseph Joachim,Soovin Kim,Simon Standage,Leo O'Kelly,Steve Wickham,Beverley Davison,Julius Stern,Tony MacAlpine,Ashley MacIsaac,Ruth Posselt,Kyung-Wha Chung,Francesco Onofrio Manfredini,Owen Pallett,Khaled,Dave Swarbrick,Will Champion,Adam Scow,Zino Francescatti,Jakob Dont,Tomaso Antonio Vitali,Buddy MacMaster,Chiara Banchini,Nobuo Uematsu,Masanori Mark Christianson,Nicola Benedetti,Fabio Biondi,Eric Rosenblith,Vanessa-Mae,Parker Zane Allen,Johnny Frigo,Francesco Geminiani,Chris Carmichael,Armen Movsessian,Mahmoud Zoufonoun,Pablo de Sarasate,Ostad Mohammad Baharloo,Steven Staryk,Oskar Rieding,Seth Lakeman,Carl Stamitz,Alma Moodie,Jean-Luc Ponty,Vassar Clements,David Strother,Gil Shaham,Mathieu Crickboom,Roman Totenberg,N. Rajam,Jason Newsted,Chapricorn Dukkon Hamonangan,Britton Rice,John Sheahan,Tomo Miličević,Moon Shadow,Elizabeth Wallfisch,Jack Glatzer,Charles Münch,Aleksey Igudesman,Marcela Bovio,Eugene Fodor,Arsalan Kamkar,Aleksander Kolkowski,Alberto Lysy,Svend Asmussen,Isaac Stern,Biagio Marini,Anne-Sophie Mutter,Johann Stamitz,Ian Paice,Lucia Micarelli,Saul Davies,Ted Weems,Heather Alexander,Damon Albarn,Jaap van Zweden,David Bryan,Lucien Capet,Ginette Neveu,Sarah Chang,Nathaniel Johnstone,Eddie Peabody,Alan Gilbert,Johnny Long,Ceschi,Pierre Rode,Justyna Steczkowska,Julia Fischer,Franz Berwald,Rudolf Koelman,Louise Mandrell,Laurie Anderson,Endre Granat,Shinichi Suzuki,Hilary Hahn,Elizabeth Pitcairn,Julius Stockhausen,Alexandre Schaffman,Frank Peter Zimmermann,Eddie South,Bridget Regan,Kevin Clark,Ferdinand David,Fritz Seitz,David Blamires,Fritz Kreisler,Wilma Neruda,Nadja Salerno-Sonnenberg,John Powell,Oteil Burbridge,Gilles Apap,Tracy Bonham,Tim Kliphuis,Anita Tsoi,Urs Bühler,Robert Lipsett,Sirena Huang,Akiko Suwanai,Franz Anton Ries,Soozie Tyrell,Franz Benda,L. Shankar,John Balance,Jessica Linnebach,Sara Watkins,Priya Thomas,L'Aura,Aaron Jay Kernis,Albert Saparoff,George Gabriel,Kelley Deal,Giuseppe Venuti,Edgar Meyer,Robin Gibb,Tony Martin,Eduard Melkus,Michael Province,Gloria Parker,Giuliano Carmignola,Bronisław Huberman,Ji-In Cho,Gary Jarman,Anton Stamitz,Lonnie Johnson,Steven Tyler,Josef Suk,Adila Fachiri,Orhan Gencebay,Karen Briggs,Jean-Joseph de Mondonville,Giuseppe Tartini,Eliza Carthy,Niels Gade,Mario Frangoulis,Sam Forrest,Uto Ughi,Madeleine Mitchell,Josef Suk,Martin Pierre Marsick,Geoff Richardson,Papa John Creach,Leila Bela,Larry Campbell,G. J. R. Krishnan,Kunnakudi Vaidyanathan,Jelle van Tongeren,Nora Clench,Sergey Ryabtsev,Mik Kaminski,Chris Spedding,Rachel Podger,Martin Riseley,Hee Chul,Bijan Mortazavi,Tommy Torres,Zino Vinnikov,Gerard Poulet,Sami Yusuf,Adrian Anantawan,Ornette Coleman,Elmar Oliveira,Joe Jackson,Edward Elgar,Robert Smith,Matt Glaser,Sid Page,Timothy B. Schmit,Marianne Scharwenka,Steve Winwood,David Garrett,Giuseppe Torelli,Shavo Odadjian,Daniel Garlitsky,Bernard Butler,Antonio Vivaldi,Robert McDuffie,Hagai Shaham,Nigel Kennedy,Natalia Barbu,Kanyakumari,Jennifer Pike,Carl Heissler,Eric Carmen,Michael Rabin,Giovanni Battista Somis,Tedi Papavrami,Eduard van Beinum,Stephanie Chase,Alexei Gorokhov,Joseph Fuchs,Paul Whiteman,Polly Bradfield,Eugène Ysaÿe,Mathieu van Bellen,Gundula Krause,The Great Kat,Herman Krebbers,Johann Gottlieb Graun,Gavyn Wright,Craig Armstrong,Kathleen Edwards,Mischa Elman,Tomaso Albinoni,Leopold Mozart,Nahan Franko,Tom Abbs,Shardad Rohani,Jeff Lynne,Henri Vieuxtemps,Lawrence Dutton,Stella Quintet,James Rousseau,Itzhak Perlman,Aly Bain,P-Nut,Antonio Lolli,Rebecca Moore,David Oistrakh,Thomas Jesty,Slam Stewart,Mariss Jansons,Hahn-Bin,Jyongri,Tasmin Little,Viktor Tretiakov,Ioana Petcu-Colan,Emmy Verhey,Nash the Slash,Antonio Bazzini,Rodolphe Kreutzer,André 3000,Miri Ben-Ari,Edward Pulgar,Nigel Pulsford,Catherine Lara,Abolhasan Saba,Jeff Irwin,Wilhelm Kienzl,Augustin Hadelich,Buddy Holly,John Holloway,Wes Borland,Julian Rachlin,Chris Leslie,Nicola Matteis,Joe Hisaishi,Jean-Pierre Wallez,Vittal Ramamurthy,Ryan Delahoussaye,Armand J. Piron,André Rieu,Camillo Sivori,Doug Yule,Tirumakudalu Chowdiah,David Kim,Pekka Pohjola,Connie Mitchell,Ole Olsen,John Denver,Jason Kao Hwang,David Freiberg,Catriona MacDonald,Louis-Gabriel Guillemain,Ikuko Kawai,Bert Ambrose,Elek Bacsik,Heinrich Ignaz Franz von Biber,Melissa Hasin,Shlomo Mintz,György Pauk,Annabelle Chvostek,Arthur Grumiaux,Máiréad Nesbitt,Ray Chen,Борис Миколайович Лятошинський,Amalia Hall,Michael Walsh,Julean Rai,Leopold Auer,Anne Akiko Meyers,Bob Drake,Lalgudi Vijayalakshmi,Remo Lauricella,Sergei Körleinen,Judy Kang,Alexander Bălănescu,Tony Sheridan,Arthur Honegger,Gaetano Pugnani,Teddy Stauffer,Jenny Wilhelms,Felice Giardini,Robbie Williams,Joseph McManners,Giuseppe Cambini,Robby Steinhardt,Gingger Shankar,Gordon Gano,Johnny Gimble,Aaron Weinstein,George Enescu,Ali Tajvidi,Andrew Bird,Ivry Gitlis,Ray Shulman,Johann Georg Pisendel,Gabriel Bolkosky,Doug Kershaw,Christian Tetzlaff,Alexander Markov,Emily Wells,Evan Yo,Lara St. John,Oliver Schroer,Scarlet Rivera,Carl Venth,Jimmy Blanton,Aaron Rosand,Florian Schneider,John Mitchell,PJ Harvey,Roger Wilson,Jukka-Pekka Saraste,Antonio Pontarelli,Charlie Bisharat,Charlie Daniels,Shadmehr Aghili,Karlheinz Stockhausen,Catherine Manoukian,Pinchas Zukerman,Tim Reynolds,Pietro Nardini,Jiafeng Chen,Viviane Hagner,Haylie Ecker,Ric Sanders,Pietro Locatelli,Giovanni Battista Pergolesi,Enrico Gatti,August Wilhelmj,Linda Brava,Katt Hernandez,Bob Dylan,Vladimir Koh,Chloe Hanslip,Ilya Kaler,Maristella Patuzzi,Hugh Marsh,Chantal Juillet,Johnny Staats,April Verch,Salvatore Accardo,Lili Haydn,Susanne Lautenbacher,Alasdair Fraser and Paul Machlis,Sylvano Bussotti,Harrison Keller,Thomas Baltzar,Lou McGarity,Simi Sernaker,Evaristo Felice dall'Abaco,Christine Guldbrandsen,Carla Kihlstedt,Yuzo Koshiro,Darol Anger,Sidney Harth,Billy Bang,L. Subramaniam,Charles Dancla,Anahid Ajemian,Ani Kavafian,Ottorino Respighi,Jaymay,Regina Carter,Christian Cannabich,Bartolomeo Campagnoli,Lana Trotovsek,Friedrich Cerha,Anshel Brusilow,William Fitzpatrick,Jerry Goodman,Annar Follesø,Norman Nawrocki,Mayuko Kamio,Hubert Ries,Joseph Szigeti,Mark Feldman,Philip Mortimer,Ruhollah Khaleghi,Zlatko Baloković,Arcady Dubensky,Joshua Bell,Salvatore Greco,Millicent Silver,Joan Wasser,Gidon Kremer,Pekka Kuusisto,Devin Townsend,Lynnette Seah,Bobby Valentino,Richard Tognetti,Maxim Vengerov,Yevgeny Kutik,Heinrich Wilhelm Ernst,Fredell Lack,Joseph Silverstein,Laura Albers,Bardo Pond,Petra Haden,Frank Huang,Karol Lipiński,Joseph Haydn,Bo Diddley,Willy Hess,Giovanni Battista Viotti,Abraham Mazumdar,Kaitlyn ni Donovan,Wolfgang Amadeus Mozart,Eos Chater,Delhi P.Sunder Rajan,Anna Phoebe,David Bromberg,Franz Clement,Henryk Szeryng,Jeanne Lamon,Parviz Yahaghi,Nick Cave and the Bad Seeds,Ralph Vaughan Williams,Jim Lea,Tossy Spivakovsky,Jana Jae,Yann Tiersen,Salomone Rossi,Mari Kimura,James Ehnes,Zbigniew Seifert,Casey Stratton,Fionnuala Sherry,Alina Pogostkina,Stéphane Grappelli,J.P. Cormier,Dwaram Venkataswamy Naidu,Peter Martin,Ustad Dilshad Hussain Khan,Alexander Sitkovetsky,Mark Lubotsky,Leila Josefowicz,Sam Coomes,Ángel Sauce,T N Krishnan,Damien Rice,Sandra Nurmsalu,Martyn Bennett,Efrem Zimbalist,Kinan Azmeh,Diana Yukawa,Kate Bush,Samvel Yervinyan,Matthew Dubourg,Pavel Sporcl,Ouseppachan,Sarana VerLin,Sayaka Shoji,Slađana Milošević,Davidé Rossi,Giovanni Battista Fontana,Pierre Baillot,Simon Rattle,Adam Crystal,Ganesh and Kumaresh,Dmitri Shostakovich,Jonathan Segel,Tammy Rogers,Ray Nance,Clarence "Gatemouth" Brown,Леонид Борисович Коган,Emilie Autumn,Dan Popplewell,Imani Coppola,Yanni,Jean Delphin Alard,Sarah Neufeld,Kyoko Takezawa,M. S. Gopalakrishnan,Giovanni Benedetto Platti,Vilmos Szabadi,Francesco Maria Veracini,Tymon Dogg,Gustavo Dudamel,Eileen Ivers,Mysore Manjunath,Pamela Frank,Armen Anassian,Brian May,Lalgudi Jayaraman,Vladimir Cosma,Marika shaw,Laurie Lewis,Valentin Gregor,Einar Aaron Swan,Carl Flesch,Gottfried von der Goltz,Mark Knight,Lightspeed Champion,Arabella Steinbacher,Ann Wilson,L. Athira Krishna,Mike Campbell,John 'Rhino' Edwards,Don Moen,Gianna Nannini,Catherine Porter,Ruggiero Ricci,Sergei Khachatryan,Annemarie Roelofs,Sam Roberts,Glenn Dicterow,Nathan Milstein,Martie Maguire,John Lydon,Henry Flynt,Giovanni Battista Vitali,Bojan Pečar,Johann Sebastian Bach,Janine Jansen,The Old Ceremony,Louis Spohr,Sugizo,A. R. Rahman,Ray Dotoratos,Adrian Adlam,Mike Marshall,Pierre Monteux,Mitchell Grobb,Ric Grech,Boyd Tinsley,Ida Kavafian,Janos Negyesy,Ray Suen,Richard Greene,Eddie Jobson,Ilyas Malayev,Wilfred Gibson,Jennifer Koh,Johar Ali Khan,Maylaffayza Wiguna,Jean-Marie Leclair,Arcangelo Corelli,Vedran Smailović,Bernard Haitink,Jelly Arányi,Игорь Ойстрах,Andrew Manze,Leonidas Kavakos,Elizabeth Gilels,Jules Garcin,Ivan Galamian,Florian ZaBach,Ida Haendel,Shannon Birchall,Bobby Lalonde,Sigiswald Kuijken,Ole Bull,Katie Melua,Suna Kan,Christoph Koncz,Graham Clark,Hiroaki Yura,Vadim Repin,Ryan Jarman,Warren Ellis,Alison Krauss,Mýa,Michaela Paetsch,Fred Frith,Henryk Wieniawski,David Ragsdale,Sam Franko,Eyvind Kang,Kira Willey,Jacques Thibaud,Виктория Муллова,Niccolò Paganini,Stuff Smith,Philippe Graffin,Ali-Naqi Vaziri,Scott Tixier,Yehudi Menuhin,Jimmy Buffett,Bruno Maderna,Domenico Gallo,Paul Lowman,Rogue,Dorothy DeLay,Jascha Heifetz,Natalie MacMaster,Kae Hope Ranoa,Anthony Field,Carlo Tessarini,Iva Bittová,Jerry Holland,Domenico Nordio,Renate Eggebrecht,Alessandro Rolla,Johann Christian Lobe,Monica Huggett,Calyssa Davidson,Jonathan "Jazz" Russell,Alina Ibragimova,Midori Goto,Christian Ferras,Franz Ries,Wild Colonials,Ben Hancox,Garolou,Ben Jelen,Didier Lockwood,David Cross,Ernesto Rodrigues,Joseph Pach,Tim Follin,The Tuna Helpers,Zachary Carrettin,Brian McNeill,Antoine Silverman,Hayley Westenra,Alexander Rybak,Carmen Mastren,Johann Heinrich Schmelzer,Sharon Corr,Hanneke Cassel,Dmitry Sitkovetsky,Patrick Wolf,Cho-Liang Lin,Lisa Germano,Reinhard Goebel,Carlo Farina,Byron Berline,Malcolm Goldstein,Daja Yavasharian
DX7 Rhodes	/m/03cmkl_			
Veena	/m/02mprz	Plucked string instrument		Bhushany Kalyanaraman,Veena Dhanammal
Zeusaphone	/m/03cjm4f			
Flugelhorn	/m/02w4b	Brass instrument		Melissa Ferrick,Jeff Oster,Warren Vache,Art Farmer,Greg Adams,Chuck Mangione,Roy Hargrove,Roy Campbell, Jr.,Wilbur Harden,Alan Rubin,Clark Terry,Christian Scott,Herb Pomeroy,Woody Shaw,John McLevy,James Morrison,Gerard Presencer,Tavis Werts,Daniel Jacobs,Lee Loughnane,Hugh Masekela,Terumasa Hino,Freddie Hubbard,Lew Soloff,Shorty Rogers,Dick Cuthell,Sergei Nakariakov,Chet Baker,Randy Brecker,Tommy McQuater,Erran Baron Cohen,Slide Hampton,Miles Davis,Billy Butterfield,Maynard Ferguson,Roger Webster
Ukeke	/m/03cjl47			
Gourd mouth organ	/m/03c5bqp			
Slit gong	/m/034p4d			
JEM7BSB	/m/05sqbc9	Ibanez JEM		
Oberheim Matrix synthesizers	/m/06bv_9			
Bandurria	/m/073m99	Plucked string instrument		
Oberheim OB-8	/m/0cvfbd			
Trompeta china	/m/06mg6z			
Diatonic button accordion	/m/070kp2			John Kirkpatrick,Eliza Carthy,Jim Moray
Saluang	/m/074b41			
Novelty piano	/m/08ph7r			
Snare drum	/m/06rvn	Classical percussion,Percussion,Drum	Tabor	Julean Rai,Dadamndude,Anoka Abeyrathne
Pipe	/m/07fdrb	Woodwind instrument	Picco pipe,Three-hole pipe	
Tambourine	/m/07brj	Classical percussion,Percussion		Judith Durham,Ric Sanders,Carah Faye Charnow,Caroline Corr,Jimmy Page,Alex Turner,Van Morrison,Donna Simpson,Elvis Costello,Ben Weasel,Arthur Lee,Laurent Pardo,Ryan Delahoussaye,Sid Vicious,Fiona Brice,Debbie Harry,Andrew Latimer,Marlon Jackson,Masanori Mark Christianson,Nico,Cedric Bixler-Zavala,Apollonia Kotero,Robert Plant,Deborah Bonham,Leilujh,Trent Reznor,Nigel Olsson,Pharoah Sanders,Aneta Langerová,Jack Ashford,Jackie Jackson,Sarah Jane Santos,Christell
Electronic piano	/m/09h2r7		RMI 368 Electra-Piano and Harpsichord	Bryce Wilson
Zendrum	/m/0940b7	Synthesizer,Percussion	Drumitar	Jonathan Coulton,Roy Wilfred Wooten
Wurlitzer electric piano	/m/0979zs	Electric piano		God's Child,Marco Benevento
