name	id	family	variation	instrumentalists
Seven-string guitar	/m/02w31h	Guitar		Yamandú Costa,Christian Olde Wolbers,Fredrik Thordendal,Steve Vai,George Van Eps,Ed Sloan,Yağmur Sarıgül,Dave Felton,Dave Weiner,Bucky Pizzarelli
King 3B	/m/02q41nt			
Harp	/m/03m5k	Plucked string instrument,String instrument	Paraguayan harp,Clàrsach,Triple Harp,Electric harp,Arpa Doppia,Pedal harp	Elton John,Joseph Byrd,Joe Satriani,Jean-Baptiste Krumpholz,Nils Lofgren,Méav Ní Mhaolchatha,Willie "Big Eyes" Smith,Ignacio Figueredo,Josephine Foster,Joanna Newsom,A. R. Rahman,Dorothy Ashby,Sidonie Goossens,Björk,Heather Dale,Nicanor Zabaleta,Tim Reynolds,Andrea Bocelli,Jonne Valtonen,Ursula Holliger,The Aces,Karel Kovařovic,Serafina Steer,Jon Anderson,The Callen Sisters,Michael Monroe,Turlough O'Carolan,Zeena Parkins,Alice Coltrane,Paula Kelley,Marco Marazzoli,Loreena McKennitt,Victor Espinola,Mia Theodoratus,Fulgencio Aquino,L.P.,Amy Lee,Brian May,Marisa Robles,Duncan Patterson,Nicolas-Charles Bochsa,Tracy Chapman,Carlos Salzedo,Zi Lan Liao,Juan Vicente Torrealba,Órla Fallon,Leila Bela,PJ Harvey
Farfisa	/m/03mfdz			Krist Novoselic,Sarah Dougher,Richard Wright,Greig Nori,The red hearts,Mike Dirnt
Korg DSS-1	/m/02py4zw			
Garifuna drum	/m/05s_7kf			
Double clarinet	/m/05zmk6			
Bass trumpet	/m/0m3kr	Trumpet		
Cimpoi	/m/0glrl8	Bagpipes		
Cowbell	/m/0l14vc	       Bells		
Tieu flute	/m/0l15bz	Other flutes		
Pedal harp	/m/0gncfx	Harp		
Lady Tennant Stradivarius	/m/05wydz	Violin		
Oboe da caccia	/m/056lfp	Oboe		
Electronic drum	/m/051hrr	Percussion		Gaztation,Chris Lowe,Stephen Bier, Jr.,Mathieu Soucy,Gordon Moakes,Peter Hook,Malcolm Holmes,Tanner Wayne,David Miller,Timothy Luchies-Landertinger,Patrick Secord,Tats Faustino
Bazooka	/m/02l1v9			
Shagur	/m/0410xv9			
Saw U	/m/03wcwwb			
Fender Jazz Bass	/m/048j51	Bass guitar	Fender Deluxe Jazz Bass,Fender American Jazz Bass,Fender Marcus Miller Signature Jazz Bass,Fender Reggie Hamilton Standard Jazz Bass,Fender Standard Jazz Bass	Chris Frangou,John Paul Jones,Jaco Pastorius,Marcus Miller,Will Lee
Shamisen	/m/01sl60	Plucked string instrument		雅-miyavi-,Rin',椎名林檎,Yoshida Brothers
Kèn bầu	/m/0268y10			
Mellophone	/m/01j8gz	Brass instrument		Edgar Froese,David Blamires,Nat Gonella
Kit violin	/m/01ssn0	Violin		
Cornett	/m/0l14zn	Keyed brass instruments		
Huemmelchen	/m/0641smp	Bagpipes		
Clarinet family	/m/0263x7_			
Didgeridoo	/m/02bxd	Natural brass instruments		Ernie Dingo,Charlie McMahon,Wycliffe Gordon,Stuart Dempster,John Butler,Alan Dargin,Ilario Vannucchi,Stephen Kent,Tom Abbs,William Barton,Brandon Boyd,David Blanasi,Rolf Harris,David Williams,Art Baron,Steve Roach,Douglas Ewart,Nic Alderton,Joe Geia,Mark Atkins,Adam Plack,Djalu Gurruwiwi,Mwata Bowden,Chad Smith,Five Star Affair,Steve Sklar,Anthony Field,Xavier Rudd,Graham Wiggins,Peter Zummo,Wallis Buchanan,David Hudson,Electric Six,Shannon Wright
Semantron	/m/03gvywk			
Basolia	/m/02z6kvs			
Struck string instruments	/m/0l1540	String instrument	Piano,Warr guitar,Yanggeum,Santur,Cymbalum,Yangqin,Hammered dulcimer,Khim,Clavichord,Chitarra battente,Berimbau	
EMS Synthi A	/m/09h5sl			
Sring	/m/027___w			
Violoncello	/m/01xqw	Bowed string instruments,String instrument	violoncino,3/4 cello,violoncello piccolo,1/4 cello,1/2 cello,7/8 cello,1/8 cello,Viola pomposa,Bass violin	Diran Alexanian,David Lale,Ritchie Blackmore,Beatrice Harrison,Yngwie J. Malmsteen,Carlos Prieto,Heitor Villa-Lobos,Mstislav Rostropovich,Gabor Reijto,Jane Scarpantoni,Laurent Pardo,Paul Bazelaire,Stjepan Hauser,Paul Katz,Tom Abbs,Kenneth Hughes,Kate Maberly,Bernard Greenhouse,Nathan East,Dmitri Shostakovich,Rebecca Julia Brown,Madigan Shive,Aldo Parisot,Al Di Meola,Rohan de Saram,Tom Cora,DJ Miko,Gregor Piatigorsky,Otto van Koppenhagen,Celloman,Freya Clausen,Felix Salmond,Nikolaus Harnoncourt,Andrew Shulman,Andrei Pricope,Vito Paternoster,Frances-Marie Uitti,Lindsay L. Cooper,Adrien-Francois Servais,Carlo Alfredo Piatti,John Paul Jones,Victor Wooten,Nellie McKay,Reed Mathis,Ron Carter,Peter Wiley,Jaap ter Linden,David Geringas,Natalie Clein,Raphael Wallfisch,Marcello Viotti,Orlando Cole,Otakar Jeremiáš,Mark Summer,Hugo Becker,Charles Curtis,Douglas Cummings,Jean-Louis Duport,Kaitlyn ni Donovan,Matt Haimovitz,Eicca Toppinen,Közi,Lightspeed Champion,Giovanni Sollima,Darol Anger,Brendon Urie,Heinrich Schiff,Samuel Jones,Brian Tyler,William Pleeth,Charlotte Moorman,Julius Klengel,Margaret Fiedler,Nina Kotova,Gretta Cohn,Dimitry Markevitch,Frank Miller,Oscar Pettiford,Jesús Elías,Lynn Harrell,Natalia Gutman,Julian Lloyd Webber,Ernst Reijseger,PJ Harvey,János Starker,Julius Stockhausen,Victor Herbert,Giovanni Battista Cirri,Antonio Meneses,Ismo Alanko,Harvey Shapiro,Даниил Борисович Шафран,Terry Zwigoff,Sakis Rouvas,Pierre Fournier,Becki Clark,Geoff Richardson,Erik Friedlander,Mischa Maisky,Devin Townsend,Kanon Wakeshima,Nathaniel Rosen,Gay-Yee Westerhoff,Arturo Toscanini,Koji Kondo,Inbal Segev,Percy Heath,Bernhard Romberg,The Stiletto Formal,Max Lilja,Gary Wilson,Anatoli Krastev,Georg Goltermann,Arthur Russell,Mike Edwards,Imogen Heap,Doug Yule,Alain Meunier,Han-Na Chang,Damien Rice,Don Kerr,David Popper,Wilhelm Fitzenhagen,Alicia Keys,Josephine Wiggs,Tanburi Cemil Bey,Clive Gillinson,Pieter Wispelwey,Emanuel Feuermann,Duncan Coutts,Kevin Clark,Carles Cases,Карл Юльевич Давыдов,Roel Dieltiens,Bernhard Cossmann,Carlo Galante,Kristoffer Gildenlöw,Richard Harwood,Antonio Janigro,Martin McCarrick,Johann Sebastian Paetsch,Hugh McDowell,Auguste Franchomme,Robert deMaine,Gideon Freudmann,Zara Nelsova,Brian Robertson,Saerom Park,Adrian Belew,Maria Kliegel,Alexander Kniazev,John Moran,Casey Stratton,Laszlo Varga,Richard Aaron,Joseph Schuster,Hank Roberts,Gaetano Braga,Maurice Gendron,Abdullah Ibrahim,Giovanni Ricciardi,Sharon Robinson,Fred Lonberg-Holm,William Henry Squire,Johannes Moser,Steven Isserlis,Natalia Shakhovskaya,Ralph Kirshbaum,Julie Albers,Dominique de Williencourt,Zuill Bailey,Guilhermina Suggia,Melvyn Gale,Georges Miquelle,Felix Battanchon,Luigi Boccherini,Byron Fidetzis,Tim Gill,Giuseppe Maria Jacchini,Claus Adam,Julean Rai,Muhal Richard Abrams,Jian Wang,Gerard Le Feuvre,Caroline Dale,Kristin von der Goltz,Anna Shuttleworth,Jorane,Paavo Lötjönen,Mauro Giuliani,Kris Delmhorst,Alexander Zhiroff,The Old Ceremony,Roy Wood,Enrico Mainardi,Ana Lenchantin,Friedemann Kupsa,Franz Schmidt,Jean-Pierre Duport,Gavriel Lipkind,Michelle Branch,Stella Quintet,Eugene Friesen,Joshua Roman,Ken Oak Band,Yosif Feigelson,Ehud Banai,Perttu Kivilaakso,Charles Mingus,Vedran Smailović,Eleonore Schoenfeld,Rushad Eggleston,Norman Nawrocki,Vyvienne Long,Jack Bruce,David Soyer,Jacques Offenbach,Saibou Bungaku,Louise Hopkins,David Lale,Alexy Guerer,Rebecca Moore,Maya Beiser,Domenico Gabrielli,George Gabriel,Ofra Harnoy,Fiona Thompson,Shingai Shoniwa,Philip Bynoe,Melissa Hasin,Isobel Campbell,Aaron Minsky,Wes Borland,Desmond Dupré,Pablo Casals,Joel Krosnick,Justus Johann Friedrich Dotzauer,Rudolf Matz,Donald Whitton,Thomas Batuello,Josetxu Obregon,Paul Tortelier,Eric Remschneider,Antero Manninen,Alex James,Jean-Guihen Queyras,Jeff Lynne,Lars Danielsson,Colin Walker,Ben Sollee,František Sláma,Anner Bylsma,Colin Carr,Philip Sheppard,Julia Kent,Dan Salzmann,Nick Jonas,Anthony Pleeth,Richard Wright,Yo-Yo Ma,Phoebe Carrai,Raya Garbousova,Rosamund Pike,Saskia Rao-de Haas,Alfred Bruneau,Jacqueline du Pré,Christopher Bunting,Melora Creager,Leonard Rose,Anssi Karttunen,Tammy Rogers,Jean-Baptiste Breval,Kristen Pfaff,Stuart Chatwood
Balafon	/m/019c0x			N'Faly Kouyate
Tungso	/m/0285rz4			
Clavinet	/m/025cbm	Clavichord		Mick Ronson,Earl Lindo,Max Middleton,Tori Amos,2D,Stevie Wonder,Nicke Andersson,Mike Elizondo,Klaus Harmony,Leroy Hutson,Richard Manuel,Marcus Miller,Marcel Rodriguez-Lopez,David Byrne,Marvin Gaye,Edgar Winter,Benmont Tench,Will.i.am,Dalbello,John Paul Jones,Omar Rodriguez-Lopez,Prince
Tres	/m/01wlvs	Plucked string instrument		Eliades Ochoa,Faustino Oramas
Mechanical organ	/m/02654fv		Street organ,Barrel organ,Orchestrion,Fairground organ	
Free reed aerophone	/m/01gh41			
Tubular bell	/m/016622	Classical percussion,Percussion		Elitsa Todorova,Adrian Rollini,Dan Hawkins,Dadamndude
Reed Contrabass	/m/0fn2th			
Bass synthesizer	/m/0dzj35			Kenneth Hughes
Dong Son drum	/m/027lp7q			
Claves	/m/0280s3	Percussion,Classical percussion		Elitsa Todorova
Xylosynth	/m/0262d1s			
